Prefix,Species,Full Name,DNA_URL,MITO_URL,GFF_URL,CDS_URL
Mucci2,Mucor circinelloides,'Mucor circinelloides CBS277.49 v2.0',https://genome.jgi.doe.gov/portal/Mucci2/download/Mucor_circinelloides_v2_scaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Mucci2/download/Mucci2.filtered_proteins.FilteredModels1.gff3.gz,https://genome.jgi.doe.gov/portal/Mucci2/download/Mucor_circinelloides_v2_filtered_CDS.fasta.gz
Muccir1_3,Mucor circinelloides,'Mucor circinelloides MU402 v1.0',https://genome.jgi.doe.gov/portal/Muccir1_3/download/Muccir1_3_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Muccir1_3/download/Muccir1_3_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Muccir1_3/download/Muccir1_3_GeneCatalog_20181206.gff3.gz,https://genome.jgi.doe.gov/portal/Muccir1_3/download/Muccir1_3_GeneCatalog_CDS_20181206.fasta.gz
Kircor1,Mucor cordense,'Mucor cordense RSA 1222 v1.0',https://genome.jgi.doe.gov/portal/Kircor1/download/Kircor1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Kircor1/download/Kircor1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Kircor1/download/Kircor1_GeneCatalog_20160812.gff3.gz,https://genome.jgi.doe.gov/portal/Kircor1/download/Kircor1_GeneCatalog_CDS_20160812.fasta.gz
Zyghet1,Mucor heterogamus,'Mucor heterogamus NRRL 1489 v1.0',https://genome.jgi.doe.gov/portal/Zyghet1/download/Zyghet1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Zyghet1/download/Zyghet1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Zyghet1/download/Zyghet1_GeneCatalog_20160427.gff3.gz,https://genome.jgi.doe.gov/portal/Zyghet1/download/Zyghet1_GeneCatalog_CDS_20160427.fasta.gz
Mucmuc1,Mucor mucedo,'Mucor mucedo NRRL 3635 v1.0',https://genome.jgi.doe.gov/portal/Mucmuc1/download/Mucmuc1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mucmuc1/download/Mucmuc1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mucmuc1/download/Mucmuc1_GeneCatalog_20181129.gff3.gz,https://genome.jgi.doe.gov/portal/Mucmuc1/download/Mucmuc1_GeneCatalog_CDS_20181129.fasta.gz
Muloch1,Multifurca ochricompacta,'Multifurca ochricompacta BPL690 v1.0',https://genome.jgi.doe.gov/portal/Muloch1/download/Muloch1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Muloch1/download/Muloch1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Muloch1/download/Muloch1_primary_alleles_20170119.gff3.gz,https://genome.jgi.doe.gov/portal/Muloch1/download/Muloch1_primary_alleles_CDS_20170119.fasta.gz
Mutel1,Mutinus elegans,'Mutinus elegans ME.BST v1.0',https://genome.jgi.doe.gov/portal/Mutel1/download/Mutel1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mutel1/download/Mutel1_MitoScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mutel1/download/Mutel1_GeneCatalog_genes_20150215.gff.gz,https://genome.jgi.doe.gov/portal/Mutel1/download/Mutel1_GeneCatalog_CDS_20150215.fasta.gz
Mychet1,Myceliophthora heterothallica,'Myceliophthora heterothallica CBS 202.75 v1.0',https://genome.jgi.doe.gov/portal/Mychet1/download/Mychet1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mychet1/download/Mychet1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mychet1/download/Mychet1_GeneCatalog_20170418.gff3.gz,https://genome.jgi.doe.gov/portal/Mychet1/download/Mychet1_GeneCatalog_CDS_20170418.fasta.gz
Myche1,Myceliophthora heterothallica,'Myceliophthora heterothallica CBS 203.75 v1.0',https://genome.jgi.doe.gov/portal/Myche1/download/Myche1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Myche1/download/Myche1_MitochondrialScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Myche1/download/Myche1_GeneCatalog_genes_20150518.gff.gz,https://genome.jgi.doe.gov/portal/Myche1/download/Myche1_GeneCatalog_CDS_20150518.fasta.gz
Corsim1,Myceliophthora similis,'Myceliophthora similis CBS 632.67 v1.0',https://genome.jgi.doe.gov/portal/Corsim1/download/Corsim1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Corsim1/download/Corsim1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Corsim1/download/Corsim1_GeneCatalog_20180612.gff3.gz,https://genome.jgi.doe.gov/portal/Corsim1/download/Corsim1_GeneCatalog_CDS_20180612.fasta.gz
Spoth2,Myceliophthora thermophila,'Myceliophthora thermophila (Sporotrichum thermophile) v2.0',https://genome.jgi.doe.gov/portal/Spoth2/download/Spoth2_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Spoth2/download/Spoth2_AssemblyScaffolds_mitochondria.fasta.gz,https://genome.jgi.doe.gov/portal/Spoth2/download/Spoth2.filtered_proteins.FilteredModels2.gff3.gz,https://genome.jgi.doe.gov/portal/Spoth2/download/Spoth2_GeneCatalog_CDS_20101221.fasta.gz
Mycalb1,Mycena albidolilacea,'Mycena albidolilacea CBHHK002 v1.0',https://genome.jgi.doe.gov/portal/Mycalb1/download/Mycalb1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycalb1/download/Mycalb1_MitochondrionScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycalb1/download/Mycalb1_GeneCatalog_20180325.gff3.gz,https://genome.jgi.doe.gov/portal/Mycalb1/download/Mycalb1_GeneCatalog_CDS_20180325.fasta.gz
Mycale1,Mycena alexandri,'Mycena alexandri CBHHK200 v1.0',https://genome.jgi.doe.gov/portal/Mycale1/download/Mycale1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycale1/download/Mycale1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycale1/download/Mycale1_GeneCatalog_20171027.gff3.gz,https://genome.jgi.doe.gov/portal/Mycale1/download/Mycale1_GeneCatalog_CDS_20171027.fasta.gz
Mycami1,Mycena amicta,'Mycena amicta BAPX v1.0',https://genome.jgi.doe.gov/portal/Mycami1/download/Mycami1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycami1/download/Mycami1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycami1/download/Mycami1_GeneCatalog_20171027.gff3.gz,https://genome.jgi.doe.gov/portal/Mycami1/download/Mycami1_GeneCatalog_CDS_20171027.fasta.gz
Mycbel1,Mycena belliae,'Mycena belliae CBHHK173m v1.0',https://genome.jgi.doe.gov/portal/Mycbel1/download/Mycbel1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycbel1/download/Mycbel1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycbel1/download/Mycbel1_GeneCatalog_20171013.gff3.gz,https://genome.jgi.doe.gov/portal/Mycbel1/download/Mycbel1_GeneCatalog_CDS_20171013.fasta.gz
Mycrub1,Mycena capillaripes,'Mycena capillaripes Frankland 9286 v1.0',https://genome.jgi.doe.gov/portal/Mycrub1/download/Mycrub1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycrub1/download/Mycrub1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycrub1/download/Mycrub1_GeneCatalog_20170201.gff3.gz,https://genome.jgi.doe.gov/portal/Mycrub1/download/Mycrub1_GeneCatalog_CDS_20170201.fasta.gz
Myccro1,Mycena crocata,'Mycena crocata CBHHK184 v1.0',https://genome.jgi.doe.gov/portal/Myccro1/download/Myccro1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Myccro1/download/Myccro1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Myccro1/download/Myccro1_GeneCatalog_20171013.gff3.gz,https://genome.jgi.doe.gov/portal/Myccro1/download/Myccro1_GeneCatalog_CDS_20171013.fasta.gz
Mycepi1,Mycena epipterygia,'Mycena epipterygia CBHHK145m v1.0',https://genome.jgi.doe.gov/portal/Mycepi1/download/Mycepi1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycepi1/download/Mycepi1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycepi1/download/Mycepi1_GeneCatalog_20171002.gff3.gz,https://genome.jgi.doe.gov/portal/Mycepi1/download/Mycepi1_GeneCatalog_CDS_20171002.fasta.gz
Mycfil1,Mycena filopes,'Mycena filopes CBHHK001 v1.0',https://genome.jgi.doe.gov/portal/Mycfil1/download/Mycfil1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycfil1/download/Mycfil1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycfil1/download/Mycfil1_primary_alleles_20171109.gff3.gz,https://genome.jgi.doe.gov/portal/Mycfil1/download/Mycfil1_GeneCatalog_CDS_20171109.fasta.gz
Mycflo1,Mycena floridula,'Mycena floridula CBHHK072 v1.0',https://genome.jgi.doe.gov/portal/Mycflo1/download/Mycflo1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycflo1/download/Mycflo1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycflo1/download/Mycflo1_GeneCatalog_20171028.gff3.gz,https://genome.jgi.doe.gov/portal/Mycflo1/download/Mycflo1_GeneCatalog_CDS_20171028.fasta.gz
Mycgal1,Mycena galopus,'Mycena galopus ATCC-62051 v1.0',https://genome.jgi.doe.gov/portal/Mycgal1/download/Mycgal1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycgal1/download/Mycgal1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycgal1/download/Mycgal1_primary_alleles_20160823.gff3.gz,https://genome.jgi.doe.gov/portal/Mycgal1/download/Mycgal1_primary_alleles_CDS_20160823.fasta.gz
Mychae1,Mycena haematopus,'Mycena haematopus CBHHK189 v1.0',https://genome.jgi.doe.gov/portal/Mychae1/download/Mychae1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mychae1/download/Mychae1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mychae1/download/Mychae1_GeneCatalog_20170323.gff3.gz,https://genome.jgi.doe.gov/portal/Mychae1/download/Mychae1_primary_alleles_CDS_20170323.fasta.gz
Myclat1,Mycena latifolia,'Mycena latifolia 10383 v1.0',https://genome.jgi.doe.gov/portal/Myclat1/download/Myclat1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Myclat1/download/Myclat1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Myclat1/download/Myclat1_GeneCatalog_20190110.gff3.gz,https://genome.jgi.doe.gov/portal/Myclat1/download/Myclat1_GeneCatalog_CDS_20190110.fasta.gz
Mycreb1,Mycena rebaudengoi,'Mycena rebaudengoi CBHHK068 v1.0',https://genome.jgi.doe.gov/portal/Mycreb1/download/Mycreb1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycreb1/download/Mycreb1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycreb1/download/Mycreb1_GeneCatalog_20171023.gff3.gz,https://genome.jgi.doe.gov/portal/Mycreb1/download/Mycreb1_GeneCatalog_CDS_20171023.fasta.gz
Mycros1,Mycena rosella,'Mycena rosella CBHHK067 v1.0',https://genome.jgi.doe.gov/portal/Mycros1/download/Mycros1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycros1/download/Mycros1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycros1/download/Mycros1_GeneCatalog_20170424.gff3.gz,https://genome.jgi.doe.gov/portal/Mycros1/download/Mycros1_GeneCatalog_CDS_20170424.fasta.gz
Mycsan1,Mycena sanguinolenta,'Mycena sanguinolenta CBHHK176m v1.0',https://genome.jgi.doe.gov/portal/Mycsan1/download/Mycsan1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycsan1/download/Mycsan1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycsan1/download/Mycsan1_GeneCatalog_20171021.gff3.gz,https://genome.jgi.doe.gov/portal/Mycsan1/download/Mycsan1_GeneCatalog_CDS_20171021.fasta.gz
Myc59_1,Mycena sp.,'Mycena sp. CBHHK59/15 v1.0',https://genome.jgi.doe.gov/portal/Myc59_1/download/Myc59_1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Myc59_1/download/Myc59_1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Myc59_1/download/Myc59_1_primary_alleles_20170610.gff3.gz,https://genome.jgi.doe.gov/portal/Myc59_1/download/Myc59_1_primary_alleles_CDS_20170610.fasta.gz
Mycvit1,Mycena vitilis,'Mycena vitilis CBHHK169m v1.0',https://genome.jgi.doe.gov/portal/Mycvit1/download/Mycvit1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycvit1/download/Mycvit1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycvit1/download/Mycvit1_GeneCatalog_20171013.gff3.gz,https://genome.jgi.doe.gov/portal/Mycvit1/download/Mycvit1_GeneCatalog_CDS_20171013.fasta.gz
Mycgr3,Mycosphaerella graminicola,'Mycosphaerella graminicola v2.0',https://genome.jgi.doe.gov/portal/Mycgr3/download/Mycosphaerella_graminicola.AssembledScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycgr3/download/Mycgr3_MitoScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycgr3/download/Mycgr3.filtered_proteins.FilteredModels1.gff3.gz,NO_CDS_URL
Mycafr1,Mycotypha africana,'Mycotypha africana NRRL 2978 v1.0',https://genome.jgi.doe.gov/portal/Mycafr1/download/Mycafr1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycafr1/download/Mycafr1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mycafr1/download/Mycafr1_GeneCatalog_20160506.gff3.gz,https://genome.jgi.doe.gov/portal/Mycafr1/download/Mycafr1_GeneCatalog_CDS_20160506.fasta.gz
Myrian1,Myriangiaceae sp.,'Myriangiaceae sp. NC1570 v1.0',https://genome.jgi.doe.gov/portal/Myrian1/download/Myrian1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Myrian1/download/Myrian1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Myrian1/download/Myrian1_GeneCatalog_20181114.gff3.gz,https://genome.jgi.doe.gov/portal/Myrian1/download/Myrian1_GeneCatalog_CDS_20181114.fasta.gz
Myrdu1,Myriangium duriaei,'Myriangium duriaei CBS 260.36 v1.0',https://genome.jgi.doe.gov/portal/Myrdu1/download/Myrdu1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Myrdu1/download/Myrdu1.filtered_proteins.FilteredModels1.gff3.gz,https://genome.jgi.doe.gov/portal/Myrdu1/download/Myrdu1_GeneCatalog_CDS_20121211.fasta.gz
Myrin1,Myrothecium inundatum,'Myrothecium inundatum CBS 120646 v1.0',https://genome.jgi.doe.gov/portal/Myrin1/download/Myrin1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Myrin1/download/Myrin1_GeneCatalog_genes_20140928.gff.gz,https://genome.jgi.doe.gov/portal/Myrin1/download/Myrin1_GeneCatalog_CDS_20140928.fasta.gz
Lophiu1,Mytilinidiaceae sp.,'Mytilinidiaceae sp. NC0267 v1.0',https://genome.jgi.doe.gov/portal/Lophiu1/download/Lophiu1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Lophiu1/download/Lophiu1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Lophiu1/download/Lophiu1_GeneCatalog_20181114.gff3.gz,https://genome.jgi.doe.gov/portal/Lophiu1/download/Lophiu1_GeneCatalog_CDS_20181114.fasta.gz
Mytre1,Mytilinidion resinicola,'Mytilinidion resinicola CBS 304.34 v1.0',https://genome.jgi.doe.gov/portal/Mytre1/download/Mytre1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mytre1/download/Mytre1_MitochondrionScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Mytre1/download/Mytre1_GeneCatalog_genes_20150115.gff.gz,https://genome.jgi.doe.gov/portal/Mytre1/download/Mytre1_GeneCatalog_CDS_20150115.fasta.gz
Myxme1,Myxozyma melibiosi,'Myxozyma melibiosi Phaff 52-87 v1.0',https://genome.jgi.doe.gov/portal/Myxme1/download/Myxme1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Myxme1/download/Myxme1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Myxme1/download/Myxme1_GeneCatalog_20180510.gff3.gz,https://genome.jgi.doe.gov/portal/Myxme1/download/Myxme1_GeneCatalog_CDS_20180510.fasta.gz
Nadfu1,Nadsonia fulvescens,'Nadsonia fulvescens var. elongata DSM 6958 v1.0',https://genome.jgi.doe.gov/portal/Nadfu1/download/Nadfu1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Nadfu1/download/Nadfu1.filtered_proteins.FilteredModels1.gff3.gz,https://genome.jgi.doe.gov/portal/Nadfu1/download/Nadfu1_GeneCatalog_CDS_20110909.fasta.gz
Treen1,Naematella encephela,'Naematella encephela UCDFST 68-887.2 v1.0',https://genome.jgi.doe.gov/portal/Treen1/download/Treen1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Treen1/download/Treen1_MitochondrionScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Treen1/download/Treen1_GeneCatalog_20160201.gff3.gz,https://genome.jgi.doe.gov/portal/Treen1/download/Treen1_GeneCatalog_CDS_20160201.fasta.gz
Naifl1,Naiadella fluitans,'Naiadella fluitans ATCC 64713 v1.0',https://genome.jgi.doe.gov/portal/Naifl1/download/Naifl1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Naifl1/download/Naifl1_MitoScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Naifl1/download/Naifl1.filtered_proteins.FilteredModels2.gff3.gz,https://genome.jgi.doe.gov/portal/Naifl1/download/Naifl1_GeneCatalog_CDS_20140403.fasta.gz
Nakbac1,Nakaseomyces bacillisporus,'Nakaseomyces bacillisporus CBS 7720',https://genome.jgi.doe.gov/portal/Nakbac1/download/Nakbac1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Nakbac1/download/Nakbac1_GeneCatalog_20160804.gff3.gz,https://genome.jgi.doe.gov/portal/Nakbac1/download/Nakbac1_GeneCatalog_CDS_20160804.fasta.gz
Nakdel1,Nakaseomyces delphensis,'Nakaseomyces delphensis CBS 2170',https://genome.jgi.doe.gov/portal/Nakdel1/download/Nakdel1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Nakdel1/download/Nakdel1_GeneCatalog_20160805.gff3.gz,https://genome.jgi.doe.gov/portal/Nakdel1/download/Nakdel1_GeneCatalog_CDS_20160805.fasta.gz
Nakwi1,Nakazawaea wickerhamii,'Nakazawaea wickerhamii NRRL Y-2563',https://genome.jgi.doe.gov/portal/Nakwi1/download/Nakwi1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Nakwi1/download/Nakwi1_GeneCatalog_20181013.gff3.gz,https://genome.jgi.doe.gov/portal/Nakwi1/download/Nakwi1_GeneCatalog_CDS_20181013.fasta.gz
Naose1,Naohidea sebacea,'Naohidea sebacea CBS 8477 (P95) v1.0',https://genome.jgi.doe.gov/portal/Naose1/download/Naose1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Naose1/download/Naose1_MitochondrionScaffolds.fasta,https://genome.jgi.doe.gov/portal/Naose1/download/Naose1_GeneCatalog_genes_20150719.gff.gz,https://genome.jgi.doe.gov/portal/Naose1/download/Naose1_GeneCatalog_CDS_20150719.fasta.gz
Necha2,Nectria haematococca,'Nectria haematococca v2.0',https://genome.jgi.doe.gov/portal/Necha2/download/Necha2_scaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Necha2/download/Necha2.filtered_proteins.FilteredModels1.gff3.gz,NO_CDS_URL
Necsp1,Nectriopsis sporangicola,'Nectriopsis sporangicola NRRL 22127 v1.0',https://genome.jgi.doe.gov/portal/Necsp1/download/Necsp1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Necsp1/download/Necsp1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Necsp1/download/Necsp1_GeneCatalog_20180911.gff3.gz,https://genome.jgi.doe.gov/portal/Necsp1/download/Necsp1_GeneCatalog_CDS_20180911.fasta.gz
Nemabo1,Nemania abortiva,'Nemania abortiva FL1152 v1.0',https://genome.jgi.doe.gov/portal/Nemabo1/download/Nemabo1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Nemabo1/download/Nemabo1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Nemabo1/download/Nemabo1_GeneCatalog_20190325.gff3.gz,https://genome.jgi.doe.gov/portal/Nemabo1/download/Nemabo1_GeneCatalog_CDS_20190325.fasta.gz
Nemdif1,Nemania diffusa,'Nemania diffusa NC0034 v1.0',https://genome.jgi.doe.gov/portal/Nemdif1/download/Nemdif1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Nemdif1/download/Nemdif1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Nemdif1/download/Nemdif1_GeneCatalog_20190614.gff3.gz,https://genome.jgi.doe.gov/portal/Nemdif1/download/Nemdif1_GeneCatalog_CDS_20190614.fasta.gz
NsAK0226_1,Nemania serpens,'Nemania serpens AK0226 v1.0',https://genome.jgi.doe.gov/portal/NsAK0226_1/download/NsAK0226_1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/NsAK0226_1/download/NsAK0226_1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/NsAK0226_1/download/NsAK0226_1_GeneCatalog_20190612.gff3.gz,https://genome.jgi.doe.gov/portal/NsAK0226_1/download/NsAK0226_1_GeneCatalog_CDS_20190612.fasta.gz
NsAZ0576_1,Nemania serpens,'Nemania serpens AZ0576 v1.0',https://genome.jgi.doe.gov/portal/NsAZ0576_1/download/NsAZ0576_1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/NsAZ0576_1/download/NsAZ0576_1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/NsAZ0576_1/download/NsAZ0576_1_GeneCatalog_20190611.gff3.gz,https://genome.jgi.doe.gov/portal/NsAZ0576_1/download/NsAZ0576_1_GeneCatalog_CDS_20190611.fasta.gz
NsCB679_1,Nemania serpens,'Nemania serpens CBS 679.86 v1.0',https://genome.jgi.doe.gov/portal/NsCB679_1/download/NsCB679_1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/NsCB679_1/download/NsCB679_1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/NsCB679_1/download/NsCB679_1_GeneCatalog_20190612.gff3.gz,https://genome.jgi.doe.gov/portal/NsCB679_1/download/NsCB679_1_GeneCatalog_CDS_20190612.fasta.gz
NeFL0916_1,Nemania sp.,'Nemania sp. FL0916 v1.0',https://genome.jgi.doe.gov/portal/NeFL0916_1/download/NeFL0916_1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/NeFL0916_1/download/NeFL0916_1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/NeFL0916_1/download/NeFL0916_1_GeneCatalog_20190612.gff3.gz,https://genome.jgi.doe.gov/portal/NeFL0916_1/download/NeFL0916_1_GeneCatalog_CDS_20190612.fasta.gz
Nemani1,Nemania sp.,'Nemania sp. NC0429 v1.0',https://genome.jgi.doe.gov/portal/Nemani1/download/Nemani1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Nemani1/download/Nemani1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Nemani1/download/Nemani1_GeneCatalog_20190515.gff3.gz,https://genome.jgi.doe.gov/portal/Nemani1/download/Nemani1_GeneCatalog_CDS_20190515.fasta.gz
Nempa1,Nematocida parisii,'Nematocida parisii ERTm1',https://genome.jgi.doe.gov/portal/Nempa1/download/Nempa1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Nempa1/download/Nempa1.filtered_proteins.BroadModels.gff3.gz,https://genome.jgi.doe.gov/portal/Nempa1/download/Nempa1_GeneCatalog_CDS_20130904.fasta.gz
Neosp1,Neocallimastix californiae,'Neocallimastix californiae G1 v1.0',https://genome.jgi.doe.gov/portal/Neosp1/download/Neosp1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Neosp1/download/Neosp1_FilteredModels5_deflines.gff3.gz,https://genome.jgi.doe.gov/portal/Neosp1/download/Neosp1_GeneModels_primary_alleles_cds.fasta.gz
Neopa1,Neofusicoccum parvum,'Neofusicoccum parvum UCRNP2',https://genome.jgi.doe.gov/portal/Neopa1/download/Neopa1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Neopa1/download/Neopa1.filtered_proteins.ExternalModels.gff3.gz,https://genome.jgi.doe.gov/portal/Neopa1/download/Neopa1_GeneCatalog_CDS_20130909.fasta.gz
Neoirr1,Neolecta irregularis,'Neolecta irregularis DAH-1 v1.0',https://genome.jgi.doe.gov/portal/Neoirr1/download/Neoirr1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Neoirr1/download/Neoirr1_GeneCatalog_20160803.gff3.gz,https://genome.jgi.doe.gov/portal/Neoirr1/download/Neoirr1_GeneCatalog_CDS_20160803.fasta.gz
Neole1,Neolentinus lepideus,'Neolentinus lepideus v1.0',https://genome.jgi.doe.gov/portal/Neole1/download/Neole1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Neole1/download/Neole1.filtered_proteins.FilteredModels1.gff3.gz,https://genome.jgi.doe.gov/portal/Neole1/download/Neole1_GeneCatalog_CDS_20130125.fasta.gz
Neodi1,Neonectria ditissima,'Neonectria ditissima R09/05',https://genome.jgi.doe.gov/portal/Neodi1/download/Neodi1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Neodi1/download/Neodi1_GeneCatalog_20170711.gff3.gz,https://genome.jgi.doe.gov/portal/Neodi1/download/Neodi1_GeneCatalog_CDS_20170711.fasta.gz
